Protein,Protein Description,Protein Gene,A01-511-84A-C4-001 Sum Normalized Area,A02-Hoof17-002 Sum Normalized Area,A03-304-75B-B4-003 Sum Normalized Area,A04-450-08A-C7-004 Sum Normalized Area,A05-051-21B-D6-005 Sum Normalized Area,A06-510-08B-C8-006 Sum Normalized Area,A07-912-46A-A9-007 Sum Normalized Area,A08-492-84B-B8-008 Sum Normalized Area,A09-159-21A-D7-009 Sum Normalized Area,A10-990-46B-A8-010 Sum Normalized Area,A11-EISAIPool-011 Sum Normalized Area,A12-278-75A-B6-012 Sum Normalized Area,B01-041-40B-B1-013 Sum Normalized Area,B02-934-43A-A2-014 Sum Normalized Area,B03-959-40A-A5-015 Sum Normalized Area,B04-EISAIPool-016 Sum Normalized Area,B05-334-76A-B9-017 Sum Normalized Area,B06-GWPool-018 Sum Normalized Area,B07-168-16A-D3-019 Sum Normalized Area,B08-009-43B-A3-020 Sum Normalized Area,B09-316-76B-C3-021 Sum Normalized Area,B10-062-16B-D5-022 Sum Normalized Area,B11-Hoof17-023 Sum Normalized Area,B12-GWPool-024 Sum Normalized Area,C01-027-37B-B3-025 Sum Normalized Area,C02-907-45A-B2-026 Sum Normalized Area,C03-EISAIPool-027 Sum Normalized Area,C04-155-17A-D1-028 Sum Normalized Area,C05-166-20A-D8-029 Sum Normalized Area,C06-249-64B-B5-030 Sum Normalized Area,C07-985-45B-A1-031 Sum Normalized Area,C08-Hoof17-032 Sum Normalized Area,C09-956-37A-A6-033 Sum Normalized Area,C10-216-64A-C2-034 Sum Normalized Area,C11-056-20B-D9-035 Sum Normalized Area,C12-046-17B-C9-036 Sum Normalized Area,D01-GWPool-037 Sum Normalized Area,D02-039-25B-D2-038 Sum Normalized Area,D03-043-24B-C5-039 Sum Normalized Area,D04-084-86A-C1-040 Sum Normalized Area,D05-EISAIPool-041 Sum Normalized Area,D06-152-24A-D4-042 Sum Normalized Area,D07-099-86B-B7-043 Sum Normalized Area,D08-880-56A-A7-044 Sum Normalized Area,D09-GWPool-045 Sum Normalized Area,D10-143-25A-C6-046 Sum Normalized Area,D11-970-56B-A4-047 Sum Normalized Area,D12-Hoof17-048 Sum Normalized Area
sp|Q14833|GRM4_HUMAN,Metabotropic glutamate receptor 4 OS=Homo sapiens OX=9606 GN=GRM4 PE=1 SV=1,GRM4,5.5480E+3,5.7054E+3,5.1295E+3,5.4234E+3,1.0635E+4,1.2188E+4,4.8525E+3,3.3649E+3,1.0367E+4,8.1184E+3,7.7126E+3,5.1051E+3,4.2235E+3,4.9894E+3,1.0921E+4,7.5137E+3,3.2900E+3,2.0783E+3,5.6825E+3,4.0475E+3,8.6682E+3,8.6286E+3,4.8851E+3,1.1611E+3,5.7331E+3,5.9504E+3,3.5790E+3,5.5957E+3,1.4764E+4,1.3869E+4,3.2425E+3,1.0141E+4,4.1539E+3,1.0636E+4,2.9691E+3,1.2093E+4,9.7196E+2,5.2924E+3,3.0037E+3,8.0124E+3,3.8849E+3,1.8007E+3,7.0889E+3,7.8128E+3,3.1259E+3,9.1372E+3,1.5993E+4,1.0270E+4
sp|Q15846|CLUL1_HUMAN,Clusterin-like protein 1 OS=Homo sapiens OX=9606 GN=CLUL1 PE=1 SV=1,CLUL1,7.3702E+5,5.9115E+5,5.2088E+5,4.9100E+5,9.0777E+5,7.3097E+5,4.9875E+5,6.2219E+5,1.0945E+6,3.4546E+5,6.0685E+5,5.2355E+5,6.2161E+5,5.3507E+5,7.2102E+5,6.8615E+5,4.7020E+5,1.2306E+5,4.7939E+5,6.3629E+5,4.6051E+5,6.3271E+5,7.1267E+5,1.6041E+5,2.6080E+5,4.4288E+5,5.7347E+5,7.6509E+5,7.4739E+5,1.1941E+6,4.8279E+5,7.3135E+5,2.7549E+5,1.2476E+6,8.4815E+5,6.6155E+5,1.0674E+5,6.2335E+5,3.7476E+5,5.1115E+5,5.8095E+5,3.5253E+5,5.9046E+5,7.7413E+5,1.2864E+5,6.3678E+5,1.1266E+6,6.4362E+5
sp|Q16401|PSMD5_HUMAN,26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens OX=9606 GN=PSMD5 PE=1 SV=3,PSMD5,1.3858E+4,2.8453E+4,1.3720E+4,8.1337E+3,7.4523E+3,1.2489E+4,8.8092E+3,7.3870E+3,9.8235E+3,7.0545E+3,7.6791E+3,9.1318E+3,1.9878E+4,1.0240E+4,9.5144E+3,8.1933E+3,5.8579E+3,1.8109E+4,5.3537E+3,8.1837E+3,9.8765E+3,7.5576E+3,4.9215E+4,2.0721E+4,6.3235E+3,9.1341E+3,7.4773E+3,5.2972E+3,1.0027E+4,1.2548E+4,5.8527E+3,4.0329E+4,1.4065E+4,8.2261E+3,5.1706E+3,3.9153E+3,1.4280E+4,8.8877E+3,1.0236E+4,3.4147E+3,7.5042E+3,7.2941E+3,3.5565E+3,6.0622E+3,1.5727E+4,1.0732E+4,7.8290E+3,4.7339E+4
sp|Q7Z7M8|B3GN8_HUMAN,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 OS=Homo sapiens OX=9606 GN=B3GNT8 PE=1 SV=1",B3GNT8,6.3216E+4,9.5942E+4,4.3608E+4,4.0640E+4,4.5412E+4,6.9963E+4,4.7673E+4,7.6939E+4,4.7527E+4,3.6203E+4,5.5620E+4,3.9457E+4,3.9899E+4,6.6456E+4,2.3702E+4,5.1570E+4,4.0676E+4,1.5840E+4,3.3325E+4,6.7171E+4,5.2370E+4,6.3152E+4,7.4612E+4,2.1479E+4,7.1253E+4,3.5313E+4,3.7135E+4,5.0707E+4,6.4514E+4,7.7238E+4,4.3105E+4,1.1597E+5,5.8076E+4,7.5531E+4,4.2176E+4,3.9982E+4,1.7239E+4,4.6888E+4,7.0989E+4,2.7594E+4,4.9878E+4,3.7520E+4,2.7055E+4,5.5615E+4,3.2953E+4,3.9658E+4,5.6402E+4,1.5546E+5
sp|Q8WXD2|SCG3_HUMAN,Secretogranin-3 OS=Homo sapiens OX=9606 GN=SCG3 PE=1 SV=3,SCG3,9.1821E+6,9.8051E+6,1.3505E+7,1.0431E+7,1.9771E+7,1.7363E+7,1.8074E+7,1.0843E+7,1.8329E+7,9.9702E+6,1.5245E+7,1.0340E+7,8.5024E+6,1.8939E+7,1.7985E+7,1.3494E+7,1.4625E+7,1.1951E+6,1.2463E+7,2.0430E+7,1.7308E+7,1.6808E+7,1.2698E+7,1.6344E+6,1.0337E+7,1.1633E+7,1.6012E+7,1.7377E+7,1.6087E+7,2.3783E+7,1.0198E+7,1.0218E+7,8.5704E+6,2.7176E+7,1.8638E+7,1.4581E+7,8.1538E+5,1.5896E+7,1.2853E+7,1.1579E+7,1.1937E+7,1.1568E+7,9.6253E+6,1.0702E+7,1.4056E+6,1.7442E+7,1.7413E+7,1.1164E+7
sp|Q9NSD5|S6A13_HUMAN,Sodium- and chloride-dependent GABA transporter 2 OS=Homo sapiens OX=9606 GN=SLC6A13 PE=1 SV=3,SLC6A13,1.7267E+4,1.1627E+4,1.0123E+4,4.9482E+3,6.0280E+3,7.9877E+3,1.9533E+4,1.2486E+4,4.2157E+3,4.3495E+3,1.1084E+4,9.8968E+3,1.8076E+4,1.2247E+4,1.0384E+4,9.0288E+3,6.8303E+3,3.9459E+3,1.4159E+4,1.3281E+4,2.7230E+3,2.8487E+4,3.7652E+3,5.5683E+3,8.6734E+3,9.4406E+3,1.0209E+4,1.0713E+4,4.2491E+3,1.1032E+4,7.5520E+3,4.0950E+3,6.9210E+3,3.9449E+3,5.5797E+3,4.5183E+3,2.0864E+3,6.1412E+3,9.8718E+3,1.4246E+4,6.7930E+3,1.7356E+3,6.7412E+3,9.2303E+3,5.5888E+3,1.0437E+4,1.8173E+4,7.5916E+3
sp|Q9NZH8|IL36G_HUMAN,Interleukin-36 gamma OS=Homo sapiens OX=9606 GN=IL36G PE=1 SV=1,IL36G,0.0000E+0,7.1117E+2,1.3359E+3,5.7838E+3,3.1635E+3,1.5156E+3,3.4391E+3,3.0931E+3,1.5669E+3,1.0454E+3,7.1237E+2,2.3374E+3,1.6566E+3,1.1754E+3,2.2326E+4,2.8831E+2,9.6400E+2,2.3026E+3,8.7545E+2,1.3805E+3,2.5893E+2,1.6802E+3,5.3109E+2,3.5191E+2,7.5538E+2,1.1147E+3,3.4662E+2,7.6784E+2,8.7360E+2,4.9238E+2,7.9337E+2,2.6393E+3,1.1633E+3,1.0879E+3,6.3358E+2,0.0000E+0,9.2709E+2,3.6850E+2,8.2204E+2,1.2952E+3,9.3180E+2,1.5864E+3,1.3603E+3,2.0921E+3,9.2220E+2,2.9726E+3,3.4104E+2,9.3268E+2
sp|A0A075B6I0|LV861_HUMAN,Immunoglobulin lambda variable 8-61 OS=Homo sapiens OX=9606 GN=IGLV8-61 PE=1 SV=7,IGLV8-61,3.4243E+4,1.2552E+5,3.9361E+4,4.2280E+4,5.7239E+4,7.0566E+4,3.3782E+4,6.2743E+4,4.2455E+4,3.3917E+4,6.6060E+4,4.2367E+4,3.8242E+5,4.6736E+4,3.5528E+4,6.7302E+4,6.0072E+4,5.7957E+5,1.2527E+4,7.4221E+4,4.1983E+4,1.9815E+4,1.6633E+5,5.8712E+5,6.1176E+4,1.6761E+5,6.5379E+4,4.0057E+4,7.6948E+4,1.0852E+5,1.5784E+5,1.7151E+5,4.4281E+4,1.2240E+5,9.2115E+4,4.0685E+4,5.1083E+5,3.9242E+4,5.0303E+4,3.9248E+4,4.8281E+4,2.9657E+4,4.0892E+4,5.5653E+4,6.6166E+5,4.0283E+4,6.2429E+4,2.2715E+5
sp|O95490|AGRL2_HUMAN,Adhesion G protein-coupled receptor L2 OS=Homo sapiens OX=9606 GN=ADGRL2 PE=1 SV=2,ADGRL2,5.2285E+4,4.1345E+4,5.7523E+4,4.3776E+4,5.5324E+4,6.4348E+4,4.7901E+4,5.3989E+4,5.3533E+4,4.8768E+4,4.6950E+4,5.8691E+4,3.3716E+4,4.7550E+4,5.1691E+4,4.0739E+4,3.7098E+4,2.8157E+4,3.4005E+4,4.6076E+4,5.2398E+4,5.1179E+4,5.2101E+4,1.9318E+4,4.1783E+4,5.0474E+4,4.3088E+4,4.7077E+4,4.3363E+4,6.0313E+4,6.1947E+4,4.6923E+4,3.5388E+4,4.7019E+4,5.8314E+4,5.4176E+4,1.4865E+4,3.6905E+4,4.5285E+4,4.1633E+4,3.3396E+4,2.6712E+4,3.9191E+4,4.7098E+4,2.7178E+4,6.5917E+4,6.6772E+4,6.2031E+4
sp|P05543|THBG_HUMAN,Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2,SERPINA7,2.2643E+4,1.6872E+4,1.5207E+4,2.9597E+3,7.0904E+3,1.0022E+4,7.9916E+3,1.8075E+4,1.2275E+4,2.3407E+3,2.2660E+4,1.6322E+4,1.5031E+4,5.9916E+3,4.9959E+3,9.0449E+3,1.4161E+4,5.6912E+4,9.2478E+3,6.3829E+3,9.9843E+3,8.0525E+3,1.5928E+4,4.7515E+4,2.3820E+4,5.9673E+3,1.0152E+4,1.2508E+4,1.1730E+4,5.5122E+3,1.2015E+4,1.4601E+4,2.3602E+4,9.2486E+3,9.3972E+3,6.3516E+3,4.5009E+4,1.3489E+4,9.7992E+3,9.0202E+3,6.8846E+3,4.0339E+3,4.9217E+3,9.7988E+3,3.1247E+4,8.3144E+3,5.4422E+3,1.4699E+4
sp|P12429|ANXA3_HUMAN,Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3,ANXA3,3.7133E+4,1.3191E+4,1.4621E+4,2.1131E+4,1.0153E+4,1.4991E+4,1.3650E+4,1.9330E+4,1.1136E+4,1.0724E+4,1.6077E+4,1.2788E+4,2.1501E+4,1.7689E+4,1.2989E+4,8.1054E+3,1.0997E+4,1.0024E+5,1.5027E+4,1.3164E+4,1.0194E+4,9.8578E+3,1.6517E+4,9.7459E+4,1.9057E+4,9.2982E+3,1.0907E+4,1.1335E+4,1.3028E+4,2.2113E+4,8.8636E+3,1.3113E+4,1.1438E+4,1.8691E+4,1.6131E+4,1.4375E+4,9.1604E+4,1.1721E+4,1.3858E+4,1.3263E+4,1.2257E+4,1.0922E+4,1.2191E+4,2.0714E+4,1.0282E+5,1.9372E+4,2.1366E+4,1.3096E+4
sp|P20333|TNR1B_HUMAN,Tumor necrosis factor receptor superfamily member 1B OS=Homo sapiens OX=9606 GN=TNFRSF1B PE=1 SV=3,TNFRSF1B,1.4499E+3,6.8045E+2,1.2613E+3,1.8099E+2,3.1365E+3,1.8455E+3,4.9705E+2,2.9121E+3,3.5097E+3,2.8808E+3,5.0672E+2,2.8934E+3,1.5266E+3,2.4299E+3,1.8605E+3,2.1900E+3,1.6340E+3,1.8089E+3,2.1500E+2,3.9407E+3,1.2384E+3,1.8810E+3,1.8666E+3,2.7351E+3,5.6758E+2,8.3709E+2,1.6900E+3,1.9379E+3,7.6733E+2,2.4133E+3,8.1551E+2,3.0978E+3,2.9941E+3,6.5174E+3,1.9290E+3,2.0165E+3,2.6202E+3,9.4576E+2,3.1560E+3,3.9130E+2,3.5938E+2,1.7224E+3,3.7806E+2,2.7531E+3,3.7055E+3,2.8155E+3,4.5473E+0,4.8880E+3
sp|P22607|FGFR3_HUMAN,Fibroblast growth factor receptor 3 OS=Homo sapiens OX=9606 GN=FGFR3 PE=1 SV=1,FGFR3,3.6025E+6,5.8953E+6,7.3717E+6,3.4669E+6,4.7750E+6,4.8439E+6,4.7702E+6,3.8968E+6,5.7827E+6,4.1765E+6,5.0136E+6,6.8181E+6,4.7588E+6,6.3239E+6,4.9455E+6,4.5883E+6,5.4617E+6,2.3254E+6,4.5691E+6,6.1378E+6,6.6514E+6,4.5629E+6,7.1654E+6,1.9439E+6,4.1337E+6,3.8687E+6,5.3186E+6,4.3968E+6,4.9532E+6,9.7509E+6,3.8005E+6,7.9581E+6,4.3386E+6,7.1804E+6,4.0966E+6,4.3436E+6,2.6206E+6,6.0206E+6,4.6249E+6,3.1212E+6,4.0408E+6,3.2147E+6,3.4746E+6,4.0052E+6,2.0288E+6,6.8905E+6,7.2159E+6,6.8813E+6
sp|P25705|ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",ATP5F1A,1.0377E+5,1.2683E+5,5.8610E+4,3.9467E+4,7.0541E+4,3.7563E+4,2.8378E+4,4.5104E+4,3.5667E+4,3.1122E+4,4.0506E+4,3.1750E+4,6.3688E+4,3.1669E+4,4.2320E+4,3.2595E+4,4.5254E+4,1.7821E+6,2.0151E+4,3.8644E+4,3.3305E+4,3.8796E+4,9.8117E+4,2.3306E+6,2.7380E+4,2.8185E+4,3.5779E+4,8.9922E+4,2.7140E+4,2.0279E+5,2.7625E+4,1.1784E+5,1.0004E+5,5.6813E+4,3.2134E+4,3.1623E+4,2.0174E+6,4.1287E+4,4.4766E+4,2.0413E+4,3.7257E+4,3.3228E+4,2.1991E+4,2.9982E+4,2.2857E+6,4.1569E+4,5.7072E+4,1.2690E+5
sp|P61769|B2MG_HUMAN,Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1,B2M,1.0501E+5,3.4471E+5,1.0928E+5,7.3330E+4,5.4064E+4,7.5746E+4,7.0734E+4,5.4375E+4,8.0652E+4,6.1881E+4,1.1169E+5,9.2391E+4,7.0973E+4,6.4237E+4,8.1291E+4,8.6501E+4,4.6262E+4,1.4210E+6,7.9611E+4,7.6005E+4,7.8023E+4,8.4978E+4,3.5683E+5,1.0439E+6,7.1708E+4,9.3579E+4,5.9855E+4,9.4855E+4,9.3046E+4,8.6244E+4,1.0890E+5,2.7777E+5,5.8000E+4,1.3645E+5,8.0582E+4,9.2872E+4,1.6621E+6,5.1085E+4,5.9883E+4,5.5625E+4,7.7171E+4,6.3282E+4,3.2181E+4,9.1568E+4,1.3211E+6,5.0193E+4,8.8095E+4,3.6007E+5
sp|Q13519|PNOC_HUMAN,Prepronociceptin OS=Homo sapiens OX=9606 GN=PNOC PE=1 SV=1,PNOC,2.0567E+4,4.4577E+4,4.3786E+4,2.8356E+4,3.3300E+4,3.1223E+4,2.5441E+4,1.4884E+4,2.5277E+4,1.8146E+4,3.7266E+4,3.2106E+4,3.2908E+4,1.7149E+4,3.3994E+4,2.2122E+4,2.3727E+4,2.1588E+4,1.6755E+4,3.1147E+4,3.7967E+4,2.7336E+4,4.4363E+4,2.6815E+4,2.8217E+4,3.1070E+4,2.4316E+4,3.0537E+4,2.7303E+4,3.8555E+4,2.6410E+4,4.7948E+4,1.7965E+4,3.8498E+4,1.6176E+4,2.7795E+4,2.6726E+4,2.3039E+4,1.0247E+4,1.3822E+4,3.2856E+4,2.7033E+4,2.3780E+4,2.2920E+4,3.7032E+4,2.9146E+4,2.6614E+4,3.5217E+4
sp|Q14195|DPYL3_HUMAN,Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,DPYSL3,1.8983E+5,2.2457E+5,1.5920E+5,1.2799E+5,1.4276E+5,1.4215E+5,1.1473E+5,1.3446E+5,1.4422E+5,1.0961E+5,1.6704E+5,1.9631E+5,1.9053E+5,1.3316E+5,1.8345E+5,1.4403E+5,1.5105E+5,7.8668E+4,1.0111E+5,1.7163E+5,2.0824E+5,1.2306E+5,2.4720E+5,8.7914E+4,1.1286E+5,1.3506E+5,1.2449E+5,1.5641E+5,1.0579E+5,1.3110E+5,1.3352E+5,2.5172E+5,2.0090E+5,1.8114E+5,1.5653E+5,1.3710E+5,7.6045E+4,1.9483E+5,1.7499E+5,1.2126E+5,1.0553E+5,1.5741E+5,1.0196E+5,1.2303E+5,7.1673E+4,1.8256E+5,3.1812E+5,2.7447E+5
sp|Q15195|PLGA_HUMAN,Plasminogen-like protein A OS=Homo sapiens OX=9606 GN=PLGLA PE=1 SV=1,PLGLA,3.5563E+5,4.3526E+5,2.1883E+5,1.3863E+5,8.9384E+4,2.1968E+5,8.1177E+4,1.7050E+5,4.1865E+4,4.4623E+4,2.4954E+5,6.7561E+4,1.0523E+5,3.4736E+4,7.1192E+4,6.9754E+4,7.6716E+4,2.0486E+5,4.7724E+4,5.4034E+4,9.5356E+4,5.3940E+4,4.0681E+5,1.8210E+5,1.0915E+5,6.7659E+4,1.1194E+5,5.4480E+4,6.6860E+4,5.8005E+4,1.6764E+5,2.2353E+5,1.0245E+5,6.7829E+4,1.1806E+5,7.2905E+4,2.8169E+5,9.2570E+4,1.0945E+5,1.7638E+5,1.0855E+5,1.0016E+5,1.7548E+5,9.8482E+4,2.1650E+5,5.4560E+4,7.2839E+4,4.1708E+5
sp|Q8NCH0|CHSTE_HUMAN,Carbohydrate sulfotransferase 14 OS=Homo sapiens OX=9606 GN=CHST14 PE=1 SV=2,CHST14,4.2006E+5,2.5319E+5,6.4289E+5,2.2039E+5,3.7608E+5,4.5735E+5,4.1848E+5,4.1088E+5,3.5096E+5,2.4694E+5,3.8653E+5,5.3418E+5,3.0128E+5,3.8958E+5,4.6140E+5,4.4103E+5,5.5263E+5,1.7793E+5,2.9949E+5,3.7530E+5,4.0220E+5,3.0196E+5,2.9855E+5,1.9194E+5,5.2063E+5,4.0245E+5,5.2092E+5,3.6138E+5,4.7404E+5,6.1888E+5,3.8806E+5,3.3329E+5,4.0933E+5,5.7376E+5,4.7381E+5,6.5651E+5,1.9600E+5,4.3322E+5,6.2640E+5,3.4064E+5,3.0792E+5,3.2430E+5,3.8723E+5,5.2740E+5,1.6418E+5,6.6292E+5,5.8840E+5,4.2233E+5
sp|Q9GZP0|PDGFD_HUMAN,Platelet-derived growth factor D OS=Homo sapiens OX=9606 GN=PDGFD PE=1 SV=1,PDGFD,2.1431E+4,1.9801E+4,1.0337E+4,1.1072E+4,9.8138E+3,1.2863E+4,1.3674E+4,1.3174E+4,6.5977E+3,1.1349E+4,1.9278E+4,1.0478E+4,8.8068E+3,1.4931E+4,1.7455E+4,1.3226E+4,1.2451E+4,2.0714E+4,1.2965E+4,7.4455E+3,1.0793E+4,8.7643E+3,1.9168E+4,2.4712E+4,1.1826E+4,1.6273E+4,9.5799E+3,1.4874E+4,1.2666E+4,2.3886E+3,1.5897E+4,3.3908E+4,7.9102E+3,1.2197E+4,1.5090E+4,1.1185E+4,2.0641E+4,1.1522E+4,1.0303E+4,1.5195E+4,7.6049E+3,7.8845E+3,1.2206E+4,1.8388E+4,2.5238E+4,8.4669E+3,8.5888E+3,8.8474E+3
sp|Q9H1J7|WNT5B_HUMAN / sp|P41221|WNT5A_HUMAN,"Protein Wnt-5b OS=Homo sapiens OX=9606 GN=WNT5B PE=1 SV=2
Protein Wnt-5a OS=Homo sapiens OX=9606 GN=WNT5A PE=1 SV=2",WNT5B / WNT5A,2.9246E+3,2.4293E+3,3.8603E+3,6.5697E+3,3.6524E+3,3.2528E+3,2.6124E+3,1.5630E+3,2.2264E+3,3.9331E+3,4.3144E+3,1.0990E+3,2.2549E+3,5.4355E+3,3.4593E+3,1.5099E+3,3.9921E+3,5.5126E+3,2.8231E+3,2.5855E+3,1.9209E+3,4.6557E+3,1.1587E+3,7.1769E+3,2.2452E+3,3.9004E+3,1.8759E+3,1.6998E+3,2.5319E+3,2.9933E+3,1.9373E+3,2.3064E+3,1.8153E+3,4.9681E+3,2.9348E+3,5.4879E+3,5.9690E+3,3.1880E+3,2.2946E+3,1.6076E+3,1.3612E+3,3.9597E+3,1.3790E+3,4.8751E+3,8.0755E+3,2.6897E+3,2.9268E+3,2.0258E+3
sp|Q9HCK4|ROBO2_HUMAN,Roundabout homolog 2 OS=Homo sapiens OX=9606 GN=ROBO2 PE=1 SV=2,ROBO2,7.0270E+4,1.2343E+5,7.7214E+4,8.6962E+4,8.2411E+4,9.5138E+4,7.7542E+4,7.8165E+4,1.1015E+5,6.3446E+4,8.2468E+4,8.8503E+4,8.2113E+4,8.3857E+4,1.2199E+5,7.8587E+4,6.6738E+4,7.9115E+4,6.6611E+4,1.1850E+5,1.1115E+5,9.7103E+4,1.3761E+5,8.7810E+4,4.8652E+4,1.3233E+5,8.3949E+4,8.3892E+4,9.3552E+4,1.3831E+5,9.8690E+4,1.3376E+5,4.9787E+4,1.4928E+5,9.9381E+4,8.5394E+4,6.6819E+4,7.9335E+4,6.4711E+4,5.4213E+4,6.7033E+4,5.6003E+4,6.4020E+4,8.0904E+4,7.5362E+4,1.0717E+5,1.3448E+5,1.6649E+5
sp|Q9NV96|CC50A_HUMAN,Cell cycle control protein 50A OS=Homo sapiens OX=9606 GN=TMEM30A PE=1 SV=1,TMEM30A,1.9518E+3,4.7820E+3,3.0951E+3,3.7197E+3,3.5954E+3,3.2825E+3,3.9695E+3,4.7572E+3,2.5864E+3,3.5756E+3,5.4298E+3,4.4173E+3,1.3584E+4,4.4767E+3,7.2194E+3,3.1040E+3,1.9622E+3,6.1060E+3,4.0128E+3,3.8940E+3,7.8145E+3,6.0674E+3,7.3251E+3,4.6356E+3,4.4747E+3,4.0874E+3,6.5349E+3,5.4392E+3,7.0918E+3,4.5883E+3,3.8314E+3,7.9128E+3,5.2164E+3,9.2814E+3,9.4194E+3,4.8724E+3,5.6086E+3,8.8752E+3,2.2946E+3,6.4916E+3,3.1869E+3,2.9297E+3,4.8222E+3,2.5362E+3,2.7409E+3,2.8937E+3,5.4110E+3,3.3714E+3
sp|Q9Y2V2|CHSP1_HUMAN,Calcium-regulated heat-stable protein 1 OS=Homo sapiens OX=9606 GN=CARHSP1 PE=1 SV=2,CARHSP1,3.2944E+3,6.7728E+3,1.8163E+3,3.9463E+2,1.3225E+3,1.8029E+3,3.4673E+2,7.4150E+2,3.7437E+2,5.1025E+2,1.7052E+3,1.5202E+3,4.7555E+2,1.0324E+3,1.3890E+3,2.5360E+2,9.2280E+2,7.2073E+2,8.3808E+2,5.7763E+2,2.3015E+3,1.9397E+3,1.0242E+4,1.0427E+3,1.2364E+3,1.5764E+3,6.9532E+2,9.3575E+2,1.6025E+3,3.6350E+2,1.5167E+3,5.2667E+3,1.3810E+3,1.1092E+3,1.5611E+2,1.1329E+3,7.0175E+2,2.1261E+3,1.2378E+3,1.1848E+2,2.9698E+3,1.4653E+3,1.0708E+3,9.8410E+2,1.5558E+3,9.1792E+2,2.2737E+3,7.4494E+3
sp|Q9Y6N5|SQOR_HUMAN,"Sulfide:quinone oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=SQOR PE=1 SV=1",SQOR,4.0301E+3,3.7854E+3,1.4209E+3,3.7488E+3,1.2454E+3,3.2951E+3,3.6051E+3,4.3888E+3,2.3909E+3,4.9414E+3,3.6001E+3,2.3305E+3,2.5210E+3,2.0590E+3,3.0678E+3,2.3993E+3,2.1210E+3,2.0370E+4,1.9154E+3,1.2146E+3,3.8219E+3,2.2613E+3,3.5368E+3,2.5482E+4,1.5639E+3,1.7446E+3,4.1496E+3,1.1351E+3,2.7715E+3,1.5457E+4,2.0366E+3,9.3039E+3,2.8471E+3,2.9752E+3,1.4424E+3,2.2139E+3,2.0420E+4,3.3567E+3,3.7930E+3,1.0318E+3,1.2291E+3,2.5467E+3,2.7656E+3,1.6914E+3,2.8521E+4,3.2935E+3,4.3602E+3,8.6139E+3
sp|A0A0A0MS15|HV349_HUMAN,Immunoglobulin heavy variable 3-49 OS=Homo sapiens OX=9606 GN=IGHV3-49 PE=1 SV=1,IGHV3-49,5.2562E+4,1.2794E+5,1.2185E+5,5.9438E+4,8.0080E+4,9.1240E+4,1.1631E+5,7.4288E+4,5.1940E+4,1.1550E+5,5.4128E+4,8.7826E+4,1.9898E+5,5.3005E+4,5.5856E+4,6.1008E+4,9.3237E+4,7.3724E+5,5.3646E+4,6.3175E+4,1.0257E+5,5.2652E+4,2.1608E+5,7.0180E+5,9.9380E+4,3.7805E+4,4.8813E+4,9.6146E+4,3.9196E+4,3.3585E+4,5.8737E+4,2.2055E+5,8.5373E+4,6.5506E+4,7.4712E+4,7.6816E+4,6.8436E+5,1.1092E+5,5.4846E+4,5.8657E+4,4.7271E+4,3.2834E+4,5.0698E+4,4.3967E+4,7.4646E+5,1.0040E+5,4.0633E+4,1.6585E+5
sp|A1L4H1|SRCRL_HUMAN,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D OS=Homo sapiens OX=9606 GN=SSC5D PE=1 SV=3,SSC5D,2.7691E+6,3.8035E+6,4.2566E+6,1.6479E+6,2.4694E+6,2.6438E+6,2.3390E+6,2.3883E+6,2.9748E+6,1.9260E+6,2.7260E+6,3.8031E+6,2.6785E+6,3.1683E+6,2.9081E+6,2.5695E+6,3.0604E+6,4.9208E+5,2.5198E+6,3.2543E+6,3.6315E+6,3.0614E+6,4.0967E+6,5.7028E+5,4.6874E+6,1.7930E+6,2.6459E+6,2.9858E+6,3.3673E+6,4.3828E+6,2.2560E+6,4.4341E+6,3.9857E+6,3.6120E+6,3.1564E+6,2.6887E+6,5.0398E+5,3.5631E+6,2.9444E+6,2.2887E+6,2.5672E+6,2.2666E+6,2.4022E+6,2.1630E+6,5.0762E+5,3.4743E+6,2.8959E+6,4.0066E+6
